             ,deAra,ICRS,17,31,05.9130,-60,41,01.853,-53.65,-99.37,10,17.42,3.60,-60, 6842
           ,ep-1Ara,ICRS,16,59,35.0477,-53,09,37.576,1.12,21.53,23.1,10.72,4.068,-52,10372
             ,zeAra,ICRS,16,58,37.2117,-55,59,24.507,-18.31,-35.29,-6.0,5.68,3.127,-55, 7766
             ,etAra,ICRS,16,49,47.1563,-59,02,28.961,39.59,-25.28,9.0,10.41,3.780,-58, 6906
             ,thAra,ICRS,18,06,37.8711,-50,05,29.318,-8.43,-9.26,3.4,3.22,3.663,-50,11720
             ,muAra,ICRS,17,44,08.7029,-51,50,02.591,-15.06,-191.17,-9.0,65.46,5.15,-51,11094
# Aries
Hamal        ,alAri,ICRS,02,07,10.4071,+23,27,44.723,190.73,-145.77,-14.64,49.48,2.00, 22,  306
Sheratan     ,beAri,ICRS,01,54,38.4091,+20,48,28.926,96.32,-108.80,-1.9,54.74,2.64, 20,  306
Ashvini     ,beAri,ICRS,01,54,38.4091,+20,48,28.926,96.32,-108.80,-1.9,54.74,2.64, 20,  306
Mesarthim    ,gaAri,ICRS,01,53,31.8143,+19,17,37.866,79.43,-99.10,,15.96,3.88, 18,  243
Botein       ,deAri,ICRS,03,11,37.7655,+19,43,36.039,154.61,-8.39,23.05,19.44,4.350, 19,  477
             ,zeAri,ICRS,03,14,54.0961,+21,02,39.988,-29.83,-77.15,7,9.59,4.880, 20,  527
             ,thAri,ICRS,02,18,07.5365,+19,54,04.189,-16.07,0.90,6,8.42,5.575, 19,  340
             ,nuAri,ICRS,02,38,48.9945,+21,57,41.070,-7.08,-15.12,8,9.41,5.454, 21,  362
             ,siAri,ICRS,02,51,29.5869,+15,04,55.454,31.26,-23.29,17.0,6.80,5.514, 14,  480
           ,ta-1Ari,ICRS,03,21,13.6245,+21,08,49.510,21.68,-22.41,13.9,7.06,5.301, 20,  543
           ,41Ari,ICRS,02,49,59.0323,+27,15,37.825,65.47,-116.59,4,20.45,3.606, 20,  543
Bharani    ,41Ari,ICRS,02,49,59.0323,+27,15,37.825,65.47,-116.59,4,20.45,3.606, 20,  543
# Auriga
Capella      ,alAur,ICRS,05,16,41.3591,+45,59,52.768,75.52,-427.11,30.2,77.29,0.08, 45, 1077
Menkalinan   ,beAur,ICRS,05,59,31.7229,+44,56,50.758,-56.41,-0.88,-18.2,39.72,1.896, 44, 1328
Prijipati    ,deAur,ICRS,05,59,31.6366,+54,17,04.762,86.31,-134.05,8.2,23.22,3.720, 54,  970
Maaz         ,epAur,ICRS,05,01,58.1341,+43,49,23.910,0.18,-2.31,-2.5,1.60,3.039, 43, 1166
Al Anz       ,epAur,ICRS,05,01,58.1341,+43,49,23.910,0.18,-2.31,-2.5,1.60,3.039, 43, 1166
Haedi        ,zeAur,ICRS,05,02,28.6869,+41,04,33.015,8.88,-21.43,12.8,4.14,3.769, 40, 1142
Haedus       ,zeAur,ICRS,05,02,28.6869,+41,04,33.015,8.88,-21.43,12.8,4.14,3.769, 40, 1142
Hoedus I     ,zeAur,ICRS,05,02,28.6869,+41,04,33.015,8.88,-21.43,12.8,4.14,3.769, 40, 1142
Sadatoni     ,zeAur,ICRS,05,02,28.6869,+41,04,33.015,8.88,-21.43,12.8,4.14,3.769, 40, 1142
Hoedus II    ,etAur,ICRS,05,06,30.8928,+41,14,04.108,30.60,-68.41,7.3,14.87,3.158, 41, 1058
Bogardus   ,thAur,ICRS,05,59,43.2690,+37,12,45.307,42.09,-73.61,29.5,18.83,2.62, 41, 1058
Manus   ,thAur,ICRS,05,59,43.2690,+37,12,45.307,42.09,-73.61,29.5,18.83,2.62, 41, 1058
Hasseleh     ,ioAur,ICRS,04,56,59.6187,+33,09,57.925,3.63,-18.54,17.78,6.37,2.693, 32,  855
Al Khabdhilinan,ioAur,ICRS,04,56,59.6187,+33,09,57.925,3.63,-18.54,17.78,6.37,2.693, 32,  855
             ,kaAur,ICRS,06,15,22.6891,+29,29,53.074,-70.90,-261.73,20.3,19.31,4.35, 29, 1154
             ,laAur,ICRS,05,19,08.4745,+40,05,56.586,519.33,-664.74,65.7,79.08,4.70, 39, 1248
             ,muAur,ICRS,05,13,25.7177,+38,29,04.193,-18.66,-72.41,21,20.08,4.831, 38, 1063
             ,nuAur,ICRS,05,51,29.3990,+39,08,54.529,8.48,0.39,11.38,15.17,3.950, 39, 1429
             ,xiAur,ICRS,05,54,50.7821,+55,42,25.008,-3.65,17.20,-11.8,13.54,4.968, 55, 1027
            ,omiAur,ICRS,05,45,54.0387,+49,49,34.519,-11.18,-11.31,-6.4,6.76,5.461, 49, 1398
             ,chAur,ICRS,05,32,43.6729,+32,11,31.278,-1.81,-4.00,-0.2,0.80,4.744, 32, 1024
           ,ps-1Aur,ICRS,06,24,53.9027,+49,17,16.415,0.82,-2.48,4.7,0.85,4.97, 49, 1488
           ,ps-5Aur,ICRS,06,46,44.3388,+43,34,38.737,-0.28,165.49,-24.0,60.56,5.252, 43, 1595
           ,ps-6Aur,ICRS,06,47,39.5761,+48,47,22.115,-5.25,6.40,-7.7,7.69,5.222, 48, 1436
# Bootes
Arcturus     ,alBoo,ICRS,14,15,39.6720,+19,10,56.677,-1093.43,-1999.43,-5.2,88.85,-0.04, 19, 2777
Svati      ,alBoo,ICRS,14,15,39.6720,+19,10,56.677,-1093.43,-1999.43,-5.2,88.85,-0.04, 19, 2777
Nekkar       ,beBoo,ICRS,15,01,56.7623,+40,23,26.036,-40.20,-29.22,-19.9,14.91,3.488, 40, 2840
Seginus      ,gaBoo,ICRS,14,32,04.6719,+38,18,29.709,-115.55,151.87,-36.5,38.29,3.00, 38, 2565
Haris        ,gaBoo,ICRS,14,32,04.6719,+38,18,29.709,-115.55,151.87,-36.5,38.29,3.00, 38, 2565
Princeps     ,deBoo,ICRS,15,15,30.1630,+33,18,53.401,84.84,-110.57,-12.3,27.94,3.47, 33, 2561
Izar         ,epBoo,ICRS,14,44,59.2177,+27,04,27.201,-50.65,20.00,,15.55,2.39, 27, 2417
Mirak        ,epBoo,ICRS,14,44,59.2177,+27,04,27.201,-50.65,20.00,,15.55,2.39, 27, 2417
Pulcherrima  ,epBoo,ICRS,14,44,59.2177,+27,04,27.201,-50.65,20.00,,15.55,2.39, 27, 2417
Mufrid       ,etBoo,ICRS,13,54,41.0787,+18,23,51.781,-60.95,-358.10,-0.1,88.17,2.680, 19, 2725
Muphrid      ,etBoo,ICRS,13,54,41.0787,+18,23,51.781,-60.95,-358.10,-0.1,88.17,2.680, 19, 2725
Asellus Primus  ,thBoo,ICRS,14,25,11.7964,+51,51,02.677,-236.06,-399.08,-10.9,68.63,4.10, 52, 1804
Asellus Secundus,ioBoo,ICRS,14,16,09.9294,+51,22,02.033,-149.98,89.42,-18.7,33.54,4.750, 52, 1784
Asellus Tertius,ka-2Boo,ICRS,14,13,29.0078,+51,47,23.874,61.39,-10.57,-17.4,21.03,4.50, 52, 1782
             ,laBoo,ICRS,14,16,23.0187,+46,05,17.900,-187.42,159.01,-8.1,33.58,4.18, 46, 1949
Alkalurops ,mu-1Boo,ICRS,15,24,29.4278,+37,22,37.800,-147.68,84.69,-12.5,26.96,4.307, 37, 2636
           ,nu-1Boo,ICRS,15,30,55.7593,+40,49,58.968,11.02,-8.81,-11.12,3.74,5.050, 41, 2609
Hemelein Prima,rhBoo,ICRS,14,31,49.7899,+30,22,17.174,-100.44,120.22,-13.96,21.92,3.583, 31, 2628
Al Hamalain   ,rhBoo,ICRS,14,31,49.7899,+30,22,17.174,-100.44,120.22,-13.96,21.92,3.583, 31, 2628
Hemelein Secunda,siBoo,ICRS,14,34,40.8171,+29,44,42.468,188.32,132.72,0.2,64.66,4.46, 30, 2536
             ,taBoo,ICRS,13,47,15.7429,+17,27,24.862,-480.34,54.18,-15.6,64.12,4.50, 18, 2782
Ceginus      ,phBoo,ICRS,15,37,49.5973,+40,21,12.358,60.45,59.57,-9.7,20.00,5.263, 40, 2907
             ,psBoo,ICRS,15,04,26.7417,+26,56,51.536,-176.31,-4.52,-26.39,13.04,4.520, 27, 2447
Merga        ,38Boo,ICRS,14,49,18.6693,+46,06,58.340,-7.35,-77.32,-4.7,21.34,5.769, 46, 1993
# Caelum
             ,alCae,ICRS,04,40,33.7125,-41,51,49.509,-141.18,-74.95,-0.6,49.67,4.456,-42, 1587
             ,beCae,ICRS,04,42,03.4806,-37,08,39.468,46.90,193.14,26.8,36.16,5.05,-37, 1867
             ,deCae,ICRS,04,30,50.0997,-44,57,13.498,2.44,-2.48,14.2,4.59,5.053,-45, 1567
# Camelopardalis
             ,alCam,ICRS,04,54,03.0113,+66,20,33.641,0.49,7.31,6.1,0.47,4.301, 66,  358
             ,beCam,ICRS,05,03,25.0901,+60,26,32.084,-6.11,-14.78,-1.7,3.27,4.032, 60,  856
             ,gaCam,ICRS,03,50,21.5091,+71,19,56.156,18.27,-42.00,-1,9.73,4.622, 70,  259
# Capricornus
Algedi     ,al-1Cap,ICRS,20,17,38.8694,-12,30,29.564,22.24,0.75,-26.1,4.75,4.249,-12, 5683
Giedi Prima,al-1Cap,ICRS,20,17,38.8694,-12,30,29.564,22.24,0.75,-26.1,4.75,4.249,-12, 5683
Algedi     ,al-2Cap,ICRS,20,18,03.2554,-12,32,41.467,61.78,2.85,0.1,30.01,3.585,-12, 5685
Giedi Secunda,al-2Cap,ICRS,20,18,03.2554,-12,32,41.467,61.78,2.85,0.1,30.01,3.585,-12, 5685
Dabih        ,beCap,ICRS,20,21,00.6757,-14,46,52.922,48.42,14.00,-18.9,9.48,3.08,-15, 5629
Nashira      ,gaCap,ICRS,21,40,05.4563,-16,39,44.308,187.39,-22.33,-31.2,23.48,3.68,-17, 6340
Deneb Algedi ,deCap,ICRS,21,47,02.4451,-16,07,38.229,263.26,-296.23,-6.3,84.58,2.87,-16, 5943
Castra       ,epCap,ICRS,21,37,04.8311,-19,27,57.642,13.48,0.81,-23.7,4.92,4.50,-20, 6251
Marakk       ,zeCap,ICRS,21,26,40.0261,-22,24,40.797,-2.61,18.88,3.0,8.19,3.754,-22,15388
Armus        ,etCap,ICRS,21,04,24.3004,-19,51,17.966,-39.01,-24.45,23.8,20.64,4.856,-20, 6115
Dorsum       ,thCap,ICRS,21,05,56.8281,-17,13,58.299,79.64,-61.64,-10.9,20.61,4.073,-17, 6174
             ,ioCap,ICRS,21,22,14.7962,-16,50,04.353,30.83,5.26,11.5,15.13,4.299,-17, 6245
             ,laCap,ICRS,21,46,32.0983,-11,21,57.436,30.36,-9.25,1,11.10,5.570,-12, 6087
             ,muCap,ICRS,21,53,17.7717,-13,33,06.365,313.03,13.67,-21.5,36.15,5.08,-14, 6149
Alshat       ,nuCap,ICRS,20,20,39.8161,-12,45,32.687,15.71,-14.63,-2,11.98,4.754,-13, 5642
Oculus       ,piCap,ICRS,20,27,19.2098,-18,12,42.195,10.32,-10.87,-13,4.90,5.25,-18, 5685
Bos          ,rhCap,ICRS,20,28,51.6140,-17,48,49.273,-15.79,-7.66,18.4,33.04,4.803,-18, 5689
Pazan        ,psCap,ICRS,20,46,05.7330,-25,16,15.231,-51.38,-156.66,25.8,68.16,4.152,-25,15018
Pazhan        ,psCap,ICRS,20,46,05.7330,-25,16,15.231,-51.38,-156.66,25.8,68.16,4.152,-25,15018
             ,upCap,ICRS,20,40,02.9445,-18,08,19.172,-22.73,-21.63,-12.5,4.32,5.169,-18, 5738
Baten Algiedi,omeCap,ICRS,20,51,49.2910,-26,55,08.877,-7.97,-2.54,9.0,5.19,4.124,-27,15082
             ,24Cap,ICRS,21,07,07.6679,-25,00,21.072,-27.19,-43.37,31.9,6.24,4.531,0,0
             ,36Cap,ICRS,21,28,43.4002,-21,48,25.848,133.97,-5.47,-22.2,18.18,4.513,0,0
# Carina
Canopus      ,alCar,ICRS,06,23,57.1099,-52,41,44.378,19.99,23.67,20.5,10.43,-0.72,-52,  914
Miaplacidus  ,beCar,ICRS,09,13,11.9755,-69,43,01.948,-157.66,108.91,-5,29.34,1.70,-69, 1023
Avior        ,epCar,ICRS,08,22,30.8356,-59,30,34.139,-25.34,22.72,11.6,5.16,1.953,-59, 1032
Foramen      ,etCar,ICRS,10,45,03.591,-59,41,04.26,-7.6,1.0,-25.0,,8.13,0, 0 
Vathorz Posterior,thCar,ICRS,10,42,57.4013,-64,23,40.020,-18.87,12.06,24,7.43,2.78,-63, 1599
Scutulum     ,ioCar,ICRS,09,17,05.4067,-59,16,30.825,-19.03,13.11,13.3,4.71,2.249,-58, 1465
Tureis       ,ioCar,ICRS,09,17,05.4067,-59,16,30.825,-19.03,13.11,13.3,4.71,2.249,-58, 1465
Aspidiske    ,ioCar,ICRS,09,17,05.4067,-59,16,30.825,-19.03,13.11,13.3,4.71,2.249,-58, 1465
Drus         ,chCar,ICRS,07,56,46.7143,-52,58,56.496,-28.38,16.76,19.4,8.43,3.444,-52, 1343
